"gene","celltype","group1","group2","comparison","logFC","logCPM","F","PValue","FDR","direction","immune_flag","luminal_flag","epithelial_flag","rank"
"SERPINB4","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-17.1147617074804,8.46374935648229,54.4888545977495,8.07286455341252e-05,0.0176508409119218,"DOWN",FALSE,FALSE,FALSE,1
"SERPINB3","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-15.1696176603583,6.52558161784308,53.217299647334,8.77027897362084e-05,0.0176621449093916,"DOWN",FALSE,FALSE,FALSE,2
"SERPINB7","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-14.4603631236789,5.82212238522029,31.2180681549149,0.0005324341591046,0.0322464671269451,"DOWN",FALSE,FALSE,FALSE,3
"CXCL5","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-13.8856869686741,5.2544933470076,55.3019749304554,7.66309735239456e-05,0.0175592481613378,"DOWN",FALSE,FALSE,FALSE,4
"CYP1A1","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-13.5664997704598,4.93982833291761,26.0706924396187,0.00094566870532064,0.0403639835300421,"DOWN",FALSE,FALSE,FALSE,5
"OVOS2","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-11.8867824892606,8.57161778754897,23.9565543790949,0.00034729467956894,0.0275244246703883,"DOWN",FALSE,FALSE,FALSE,6
"AC005152.3","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-11.671978773689,3.09974464423842,39.6473680466092,0.000241522260229826,0.0245087453536532,"DOWN",FALSE,FALSE,FALSE,7
"HMGA2","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-11.6662638208327,3.10272015017544,22.5014762505888,0.00148925427721104,0.0458131168596374,"DOWN",FALSE,FALSE,FALSE,8
"RNASE7","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-10.9676233064298,2.43621630700911,50.1635914711993,0.000107890618706554,0.018541570670083,"DOWN",FALSE,FALSE,FALSE,9
"PRSS3","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-10.19331163346,4.78058238051884,40.3228143050549,3.08304991510419e-05,0.0144680790356663,"DOWN",FALSE,FALSE,FALSE,10
"AKR1C1","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-9.9582205588027,7.81752850550678,21.9142978284615,0.000496554151985683,0.0316365550199269,"DOWN",FALSE,FALSE,FALSE,11
"LINC01589","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-9.5636799117269,1.13872057802055,44.4233379536276,0.000164714763786915,0.0216862966117358,"DOWN",FALSE,FALSE,FALSE,12
"TNFAIP6","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-9.52157143924904,6.29210346356187,19.7896025342067,0.00076705558222138,0.0367432302683086,"DOWN",FALSE,FALSE,FALSE,13
"KRT6B","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-9.18012754124701,8.63480723094578,48.7119797173684,1.35079336719164e-05,0.0126019372634929,"DOWN",FALSE,FALSE,TRUE,14
"PI3","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-8.70747527622106,10.3066805726811,22.8893457288224,0.000560358065222189,0.0328521049934423,"DOWN",FALSE,FALSE,FALSE,15
"ZPLD1","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-8.31720800808908,0.0227535476487124,35.7925312640907,0.000343319514502482,0.0275244246703883,"DOWN",FALSE,FALSE,FALSE,16
"AKR1C3","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-8.28122318398351,8.12678612939689,17.3083794495063,0.00135579153546854,0.0449441452912552,"DOWN",FALSE,FALSE,FALSE,17
"LINC01198","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-8.02266036595789,2.91066918230457,24.066642389708,0.000285605042914171,0.0262696300387464,"DOWN",FALSE,FALSE,FALSE,18
"SAA1","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-7.95277440467172,11.3808089045741,29.782656590954,0.000202178729993819,0.0231636525653445,"DOWN",FALSE,FALSE,FALSE,19
"VNN1","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-7.89983697670549,5.17389600888927,41.9499461170889,3.01620767346808e-05,0.0144680790356663,"DOWN",FALSE,FALSE,FALSE,20
"KRT6A","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-7.68180213764108,5.35880878419405,19.3897195586215,0.00083288136955996,0.0381864465156742,"DOWN",FALSE,FALSE,TRUE,21
"NKAPL","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-7.66047422382442,2.33772298381075,43.56186442258,2.11328921026472e-05,0.0141451235792237,"DOWN",FALSE,FALSE,FALSE,22
"TCN1","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-7.65014652733152,5.69258446369377,73.2257353063947,1.45914819495091e-06,0.00459794992152523,"DOWN",FALSE,FALSE,FALSE,23
"SOX10","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-7.63707604008617,3.38917531654681,39.4141425260248,2.30956427416878e-05,0.0141451235792237,"DOWN",FALSE,FALSE,FALSE,24
"SAA2","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-7.6258637135822,10.2150944917759,22.5492118886275,0.000607189740948175,0.0331106853610584,"DOWN",FALSE,FALSE,FALSE,25
"COX7A1","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-7.61489045334842,3.87635888820111,35.3699146379624,5.10205180709182e-05,0.0153005002815531,"DOWN",FALSE,FALSE,FALSE,26
"CTD-2015G9.2","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-7.43455986834316,2.3624312079551,20.7400907928129,0.000538645692912503,0.0322717953905055,"DOWN",FALSE,FALSE,FALSE,27
"MIA","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-7.42565576180058,5.16243372531352,28.2520579825915,0.000174086390552889,0.0216862966117358,"DOWN",FALSE,FALSE,FALSE,28
"NEURL3","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-7.3942201399731,4.60042046015033,17.2855080175737,0.00132407721928727,0.0447040141103129,"DOWN",FALSE,FALSE,FALSE,29
"MMP3","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-7.37366690143505,2.07103900866886,28.2349743386713,0.000162264869517788,0.0216862966117358,"DOWN",FALSE,FALSE,FALSE,30
"LINC01564","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-7.22203453109531,1.9723206315906,38.5731635659166,3.69791029432994e-05,0.0146631972079282,"DOWN",FALSE,FALSE,FALSE,31
"C6orf15","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-7.20098518851908,3.27133026867821,37.0626311644779,3.68869177471711e-05,0.0146631972079282,"DOWN",FALSE,FALSE,FALSE,32
"LAMB3","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-7.18556775047,6.74604821469835,77.2811193970956,1.31413697305692e-06,0.00459794992152523,"DOWN",FALSE,FALSE,FALSE,33
"FKBP1B","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-6.99843634375255,3.12993569565605,59.836125983635,3.14265311921896e-06,0.00487599794782404,"DOWN",FALSE,FALSE,FALSE,34
"LOX","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-6.97703734527851,1.71016276794089,30.3587598597952,0.000117220448907614,0.0196102884675168,"DOWN",FALSE,FALSE,FALSE,35
"CCL20","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-6.88761045166167,5.57352245971666,37.2220288584565,4.16761170691366e-05,0.0147116693254052,"DOWN",FALSE,FALSE,FALSE,36
"RHCG","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-6.86734833014151,4.3117517269542,18.2388226388758,0.00107767599761492,0.0417671400737343,"DOWN",FALSE,FALSE,FALSE,37
"RGS20","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-6.78369867755307,2.44238848710617,38.1204010392669,2.63524767157536e-05,0.0144680790356663,"DOWN",FALSE,FALSE,FALSE,38
"IGFBP3","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-6.74759535462461,6.91906592622633,27.9428016536243,0.00021460098068751,0.0235538101576435,"DOWN",FALSE,FALSE,FALSE,39
"TNIP3","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-6.57422899893886,4.40050338754126,17.1841828254569,0.00130083134424017,0.0445468061448864,"DOWN",FALSE,FALSE,FALSE,40
"DEFB1","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-6.52658797266238,8.94614896357039,29.9140635442807,0.000197154782637863,0.0231636525653445,"DOWN",FALSE,FALSE,FALSE,41
"KCCAT211","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-6.45323727104458,4.12038838359994,20.5034852382217,0.000674130794312509,0.033995452913188,"DOWN",FALSE,FALSE,FALSE,42
"VNN3","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-6.31582798954473,3.63617996607842,32.648476236528,9.64235909338202e-05,0.0177378664955863,"DOWN",FALSE,FALSE,FALSE,43
"OLAH","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-6.29485723090373,1.99020061677117,22.1243352222104,0.000357443128640007,0.0280284698676022,"DOWN",FALSE,FALSE,FALSE,44
"S100A3","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-6.26672069097999,2.82851928454102,42.4690588868689,2.38261020398838e-05,0.0141451235792237,"DOWN",FALSE,FALSE,FALSE,45
"CHI3L1","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-6.22175530080698,7.34951614405595,25.6482630841327,0.000347716872415134,0.0275244246703883,"DOWN",FALSE,FALSE,FALSE,46
"CTB-102L5.4","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-6.06031210875799,0.904998810180978,28.2251478263437,0.000158729041460744,0.0216862966117358,"DOWN",FALSE,FALSE,FALSE,47
"S100A2","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-6.04391013224161,8.25750059067791,17.4142242958133,0.0015604157687289,0.0461926105469972,"DOWN",FALSE,FALSE,FALSE,48
"C5orf46","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-6.01316663048173,5.16612625996069,26.0140438517524,0.00023007781833432,0.0237948503456174,"DOWN",FALSE,FALSE,FALSE,49
"ADAMTS9","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-5.94693535838725,2.09393213754601,30.9809158434329,8.79907796180748e-05,0.0176621449093916,"DOWN",FALSE,FALSE,FALSE,50
"SOD2","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-5.78850407443652,11.4120243301426,21.1576892508856,0.000773630527814476,0.0367432302683086,"DOWN",FALSE,FALSE,FALSE,51
"SLCO4A1-AS1","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-5.75730347949694,1.47000226535842,23.7592717962048,0.000259572644756515,0.02511317269011,"DOWN",FALSE,FALSE,FALSE,52
"APCDD1L","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-5.69559641166531,0.785242085974423,21.0732849077581,0.000504941499629491,0.0317571318277853,"DOWN",FALSE,FALSE,FALSE,53
"MMP12","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-5.67276943743237,0.567373966860484,21.9662524495954,0.000464144827568951,0.031248430891124,"DOWN",FALSE,FALSE,FALSE,54
"C1R","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-5.65558980411646,4.53567614394507,16.1643553332298,0.00152975020026105,0.045931189346229,"DOWN",FALSE,FALSE,FALSE,55
"IL24","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-5.57866994614777,2.616894108375,22.6197543123515,0.000456958081432434,0.0310495892773466,"DOWN",FALSE,FALSE,FALSE,56
"GS1-259H13.2","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-5.56887673317936,1.27997956314946,45.5523101594176,1.02246101066428e-05,0.0111286360502385,"DOWN",FALSE,FALSE,FALSE,57
"POPDC3","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-5.56363626832719,2.16646835716347,38.7403081117058,3.7048120960235e-05,0.0146631972079282,"DOWN",FALSE,FALSE,FALSE,58
"G0S2","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-5.45693096297898,5.77891808506645,31.1926394791041,0.000137638647412512,0.0206631996994806,"DOWN",FALSE,FALSE,FALSE,59
"S100B","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-5.44995489907673,4.03431474388773,18.852968966659,0.000843165600448145,0.0383916536688155,"DOWN",FALSE,FALSE,FALSE,60
"QPCT","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-5.4478234598537,4.10303647415429,21.3786014386547,0.000505741016781207,0.0317571318277853,"DOWN",FALSE,FALSE,FALSE,61
"AGXT","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-5.44595016435625,1.20320719012093,21.7980758108474,0.00038051074606451,0.0283991477391347,"DOWN",FALSE,FALSE,FALSE,62
"CATSPER1","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-5.4308284470318,0.337683598573576,18.5564383434868,0.000922397228318489,0.0397604957064943,"DOWN",FALSE,FALSE,FALSE,63
"SBSN","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-5.41478996441014,4.0751486619566,16.3988923150513,0.00144038874591305,0.0454283676219455,"DOWN",FALSE,FALSE,FALSE,64
"ANXA8","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-5.30859752741872,0.210372474393567,23.4818057617533,0.00036187494704822,0.0280284698676022,"DOWN",FALSE,FALSE,FALSE,65
"GPAT3","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-5.30554275131525,4.49265500428303,32.8038573307569,8.10849440866171e-05,0.0176508409119218,"DOWN",FALSE,FALSE,FALSE,66
"ARNTL2","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-5.25655208679324,3.50087777118734,44.1910149385187,1.92505522704411e-05,0.0139684146224573,"DOWN",FALSE,FALSE,FALSE,67
"KRT14","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-5.25639940840854,6.5341396189212,18.6416998830165,0.00118815163240186,0.0430059542349784,"DOWN",FALSE,FALSE,TRUE,68
"NDRG2","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-5.18063137124962,7.50419135901337,22.4218709696638,0.000618070769412631,0.0331106853610584,"DOWN",FALSE,FALSE,FALSE,69
"LUCAT1","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-5.15550866461397,4.03452203670632,23.9606251852241,0.000315055718531105,0.0275244246703883,"DOWN",FALSE,FALSE,FALSE,70
"RAET1L","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-5.12183142524482,2.01667720132017,40.7725170827743,3.21242088687177e-05,0.0144680790356663,"DOWN",FALSE,FALSE,FALSE,71
"INHBA","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-5.12076165438513,2.70092276083024,46.6797651960877,1.77105993236236e-05,0.0139684146224573,"DOWN",FALSE,FALSE,FALSE,72
"CHI3L2","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-5.11172837194894,6.22022131414253,24.9609608274122,0.00038589979696919,0.0284759166565796,"DOWN",FALSE,FALSE,FALSE,73
"SLCO4A1","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-5.07750419071718,2.21326247020893,37.6522458019315,4.92447136768445e-05,0.0153005002815531,"DOWN",FALSE,FALSE,FALSE,74
"CAV1","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-5.07559370220853,4.73566851940128,36.4378942302973,5.73712359424746e-05,0.0156109523467638,"DOWN",FALSE,FALSE,FALSE,75
"PRKCDBP","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-4.98683680855445,5.48825792276381,33.6401544412336,0.000102511056243085,0.0180932014269046,"DOWN",FALSE,FALSE,FALSE,76
"BEST1","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-4.76745804184546,5.91183321332543,36.0224355954054,8.35573039657109e-05,0.0176621449093916,"DOWN",FALSE,FALSE,FALSE,77
"ST6GALNAC5","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-4.70901691064932,2.33601002775597,19.8682753874761,0.000772033038132664,0.0367432302683086,"DOWN",FALSE,FALSE,FALSE,78
"AKAP12","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-4.67775113089847,4.05928153006597,16.0296168534821,0.0016554203141254,0.0479954757951114,"DOWN",FALSE,FALSE,FALSE,79
"CXCL3","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-4.67332143590672,7.41009666503868,17.9408630175855,0.00141146252826409,0.0452951156797476,"DOWN",FALSE,FALSE,FALSE,80
"PTRF","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-4.64221696637408,5.31595865949556,32.5407059148279,0.000121446925433687,0.0198277286636173,"DOWN",FALSE,FALSE,FALSE,81
"ROPN1B","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-4.57039175640075,3.04118510584322,19.4095877495583,0.000758597947411672,0.0367432302683086,"DOWN",FALSE,FALSE,FALSE,82
"DOK5","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-4.56912610584799,0.854177728193695,16.6062544307135,0.00128880242001056,0.0445023499032362,"DOWN",FALSE,FALSE,FALSE,83
"TMOD1","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-4.5613638118139,2.35567816250017,16.4943189176424,0.00153975210876944,0.0460199137131297,"DOWN",FALSE,FALSE,FALSE,84
"RBPMS-AS1","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-4.55224437038988,3.77333379478878,28.9745336678418,0.000142993155314494,0.021223109108666,"DOWN",FALSE,FALSE,FALSE,85
"KRT5","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-4.54331845548676,5.76862347989499,23.9353168600817,0.000458814082423083,0.0310495892773466,"DOWN",FALSE,FALSE,TRUE,86
